,review,post_date,useful
457,early access review incredible game love baldur's gate series first two fallout cprgs absolutely adore game honestly look rpg feel like role playing game look combat fun deep graphic beautiful music top notch 10 10 play game,"September 14, 2017",3 people found this review helpful
458,huge rpg never get fad pen paper rpgs divinity game absoltley brillant way give freedom approach give situation way think still manage keep everything story drive nothing ever feel misplace world level detail rival like witcher breath wild combat tough fair reward tactical thinking keep stock oil barrel bos fight music well listen loop star download progress update last two hour yea pretty darn good,"September 14, 2017",3 people found this review helpful
459,complete story fact even little detail change everything end welp amaze wait see come next fence game hop side come get batter ram smash fence promise play regret,"October 16, 2017",3 people found this review helpful
460,true game year 2017 hopefully steam review system tag system get game pop store probably hear major outlet podcasts honestly think turn base strategy go way xcom divinity however readily compare dragon age origins story character customization interest party member fun yet challenge combat there's need experience previous game ever enjoy rpgs play game,"November 12, 2017",3 people found this review helpful
461,absolutely incredible experience without doubt one fine rpgs date certainly best ever play know begin world interesting alive long beautifully craft story stay strong almost entire 130h runtime new rpgs might put inherent amount lore world building exposition kind game often exhibit must say game remarkable job give information need without overwhelm world building constant detail enough make want fill detail use imagination play original divinity original sin feel like miss important piece lore miss anything story-wise something truly appreciate developer writing witty fresh fully voice act one person monster animal go without voice voice acting also excellent pleasant surprise see much dub combat lot fun get good level able experiment new interest skill combos thing feel could do well different skill tree explain stand basic description give important information like hydro spell part curative pyro spell focus damage explain somewhere major issue due fact player give opportunity respec time reach certain point story fairly early still make invest certain tree bite dangerous daunt new player overall game provide beautiful experience leave reminisce adventure rivellon alongside memorable companion think could do differently even pass interest rpgs try regret second,March 31,3 people found this review helpful
462,early access review sequel best coop multiplayer game ever make basically best good,"September 9, 2017",3 people found this review helpful
463,absolutely amazing game wish game like,January 4,3 people found this review helpful
464,devs awesome fix save problem long report dang quick rescue like hero would rate legendary hero like wuxia novel they're stunningly fast feets word fill genuine cherish wisdom game good also say like nba superstar whisper opinion wink,"July 2, 2017",3 people found this review helpful
465,absolutely amaze definitely must play rpg fan breadth depth content choice game stun devs amazing job create unique experience certainly shine every minute,"November 26, 2017",3 people found this review helpful
466,10 much fire http imgur com gfcmuln jpg real though one top game i've ever play 70 hour i'm even halfway do story gonna awesome ride,"November 3, 2017",3 people found this review helpful
467,early access review 20 year game i've never take time write review game however feel compel game far one best rpgs i've ever privilege playing huge fan do thus purchase dos2 ea soon available steam amaze good game can't help praise devs larian amazing job already recommend pull trigger purchase trust regret,"September 9, 2017",3 people found this review helpful
468,basically best crpg date really feel like story interesting combat original scenario lovable character fantastic world really get invest offer player much freedom there's much great content 30 hour i'm gobsmacked introduction island 75 hour think i'm almost do game smack another giant area i'm itch go explore i've yet come quest interest lose interest first original sin pretty quickly original sin can't put personal game year 2017,"September 27, 2017",3 people found this review helpful
469,best game ever play die,"September 15, 2017","3 people found this review helpful
1 person found this review funny"
470,say evrybody else already say absolute amazing game alot replay value ton option many quest even pet pal cant give enough praise game,"September 18, 2017",3 people found this review helpful
471,ridiculously creative battle option love malicious teleport melee range archer melee everyone onto acid flaming guy onto oily guy anvil onto mage good that's one spell,"September 27, 2017","3 people found this review helpful
2 people found this review funny"
472,wait do first part game disappoint enjoy everything gameplay story way look would recommend anyone love rpg use one's brain frequently,"September 18, 2017",3 people found this review helpful
473,best gosh darn game see long time im boat right mohterhubbards put collar oppress long make danger humanity wake say boat decide go check thing steal people's pocket find murder sneak crime scene take victim foot eat order figure killer also teach pump adrenaline thats something pretend girl spouse meet undead dude dress like elf talk rat first minute challenge game even normal first game origin character right since dragon age origins talk dog one time atleast turn master also speak ghost bone skeleton cant return start zone basicly good reason cutting face wear assume identity like take dream first original sin make well area fail 10,"September 20, 2017",3 people found this review helpful
474,disclaimer first time play type game never interested praise game receive figure would buy try thoroughly impress quality quantity game thus far especially cheap price tag level complexity combat system crafting unmatched feel like discover new way play game every minute difficult game though make satisfy win battle game hold hand friend start feeling overwhelm could tactical decision make sort reminds dragon age origins though in-depth far performance pretty good sli support though probably need game drop frame significantly surround fire smoke gas electricity high foliage area fully recommend game even remotely fence look forward spend hundred hour master different class savior rpg genre,"November 10, 2017","3 people found this review helpful
1 person found this review funny"
475,regret see game kickstarter year ago anything support turn really good game divinity original sin announce i'm onboard edit game currently riddle number bug recent patch take wait bug fix purchase play game game immersion break,"September 22, 2017",3 people found this review helpful
476,gorgeous game load depth make mistake stealin bucket lie first 45 minute result get pummel town 10 10 would steal bucket,"September 18, 2017",3 people found this review helpful
477,personal review divinity original sin let get straight game master-piece game like xcom enemy unkown game like witcher game like dragon age many divinity everyone everyone love mmo rpg tbg try spoiler free include stuff review obvious character editor thing's want talk mostly good create char game look change gameplay entire game race human's lizard's drawf's skeleton's elf's every race unique talent example elf's eat body part's know happen think die sound strange yes help's in-game find hidden treasure hide quest's even npc's react gender race behavior choose style dont mean hair face etc mean char react thing example mad noble lizard talk's like stick role-play like annoy know-it-all way story take different come watch pick thing bug cant change tall char body look also gear look weird body char look fat way skimpy also many trait's skill pick thats much go need know one think everything normal knight cleric might spoiler enemy game say tone loot dont know much different saw far simply amazing notice clothing loot look different item stats big game trading simple use easy access quick understand sadly point slighty disappointed bad think people might notice quickly many different enemy type yes plenty length game might get boring dont mean fight mean type go fight section oh boy npc's start simply put good write writer's never get bore feel like every npc story also voice sometimes dont speak mostly stuff like still amaze much time put voice act narrator gosh good job mostly hear voice describe everything see smell feel truly amazing sometimes hear voice actor another person biggy oblivion dont mind people simple little thing alright let make one short pvp alpha beta quite fun able play story others player super fun recommend play someone know scream play randoms attack guard many time pain sometimes people dont many section thats one best feature game offer right next single-player recommend access game master mode many spoiler enemy type loot etc hard describe need know like level editor like one thing arma zeus mode role dice possess npc's kind need self mean npc's walk around move people would cool would add something like waypoint patrol mode people walk around city tavern etc main thing divinity original sin battle fight etc tried something hard easy mode die need training beginning find way deal different enemy type area area mean surround different type thing lay around let's talk basic basic know hate ignite oil fire throw oil enemy's burn enemy lead puddle oil explode cool way think like water wetness combine electricity try stuff super fun combine element also use magic make curse yes 100 fan tbg mmo rpg's video game game example hand full good mmorpg's like turn base combat perfect game waste many hour game find best way solve problem without fight coudl play game long time find else hide game gather friend play online master dungeon together search game 100 metacritics 10 10 ign would burn find cost lot money worth think game kickstarter look much time effort game that's worth money one,January 15,3 people found this review helpful
478,hey love rpg's good new gold standarts,"November 22, 2017","3 people found this review helpful
1 person found this review funny"
479,world age worldage time aether lie beyond rhyme call rivellon expansive fragile vast larian last timeless piece gift gamer true heart please thank larian thank rivellevel,"November 23, 2017",3 people found this review helpful
480,constant betrayal thievery abuse plain backstabbing good friend try complete single quest make game great finish first chapter 40 hour dont think we'll ever beat game,"September 20, 2017",3 people found this review helpful
481,skelenten,"September 19, 2017",3 people found this review helpful
482,best rpg far incredibly rich complex good way,"September 18, 2017",3 people found this review helpful
483,i've play lot crpgs baldurs gate icewind dale fallout morrowind oblivion skyrim planescape tide numenara tyranny wasteland pillar eternity divinity dragon age unfortunately one best great set different enough interest strange identify story character oh yes interesting character combat make great use ability environment tough that's part fun think also might lot replayability choose number different origin character seem get slightly different story arcs story taste way well original sin go quest can't wait learn voice act larian originally plan great addition add lot game back game kickstarter no-brainer larian great work original sin simply great company much touch fan customer great company gem game top editor look like game keep busy long time i'm blast 10 10 moment finish yet actually take 11 hour get fort joy start area,"September 22, 2017",3 people found this review helpful
484,good expect,"November 25, 2017",3 people found this review helpful
485,i'm still beginning journey already appreciate freedom feel play game freedom mean minimal hand-holding quest actually think fight also think make decision i'm happy still game make feel like time scar game least day update game awesome update still even nearly finish whoa keep get well,"September 19, 2017",3 people found this review helpful
486,huge rpg never get fad pen paper rpgs divinity game absoltley brillant way give freedom approach give situation way think still manage keep everything story drive nothing ever feel misplace world level detail rival like witcher breath wild combat tough fair reward tactical thinking keep stock oil barrel bos fight music well listen loop star download progress update last two hour yea pretty darn good,"September 14, 2017",3 people found this review helpful
487,amazing immersive story incredible soundtrack first rpg really sink atmosphere game somewhat dark humorous time sprinkle childlike light theme lovable charm yet believable character combat questing never bore game real sense accomplishment playing much fun play friend i'd really recommend co-op game however play solo also fun game since buy o outclass sense enjoyment short game either mod capability i've play halfway story 122 hour i've still much explore game would really recommend best rpg experience i've,January 15,3 people found this review helpful
488,good play,"November 24, 2017",3 people found this review helpful
489,like first game enjoy even second part,"November 28, 2017","3 people found this review helpful
1 person found this review funny"
490,complete story fact even little detail change everything end welp amaze wait see come next fence game hop side come get batter ram smash fence promise play regret,"October 16, 2017",3 people found this review helpful
491,true game year 2017 hopefully steam review system tag system get game pop store probably hear major outlet podcasts honestly think turn base strategy go way xcom divinity however readily compare dragon age origins story character customization interest party member fun yet challenge combat there's need experience previous game ever enjoy rpgs play game,"November 12, 2017",3 people found this review helpful
492,game goddamn amaze hour invest game far great game-moments 2017 that's come someone play wolfenstein breath wild awesome game gameplay fantastic story grip voice acting superb pretty much every single design choice game masterful also big fan dungeon dragon game capture magic tabletop game perfectly can't play often lack friend game really faithful inspiration especially master mode,January 9,3 people found this review helpful
493,phenomenal rpg anyone like aspect rpg's must play 10 10 might best crpg i've ever play,"September 15, 2017",3 people found this review helpful
494,best rpg i've play year top release huge update would pay dlc game completely free perfect excuse replay whole game,August 31,3 people found this review helpful
495,early access review get friend get friend get friend play alone play splitscreen online co-op mix together play keyboard controller divinity original sin good even well predecessor huge world wide range character customization turn-based combat system allow fight way want may head strategious sneaky remember one many friend man many cheese,"September 2, 2017",3 people found this review helpful
496,early access review wow description game feel love pour project tell developer frusterated freedom game make mission create freedom that's first game second game catapult formula star stand alone freedom rpg ever give player quality aaa game love passion project game perfect stop reading go buy,"September 3, 2017",3 people found this review helpful
497,early access review review cover aspect game update full release sound gameplay story art etc thing understood actually experience go much detail amazing thing make game stand anything ever play sound music part experience can't really describe calm sound wave lap beach tense scream sadistic tortue chamber change atmosphere game sound music excellent full voice act character really encase within immersiveness world i've enjoy 100 hour first original sin 150 hour enhanced edition gameplay make game success evolve mold describe masterpiece i'll start simple form gameplay combat simple essence amount possibility way approach every battle give combat game replayability make never feel monotonous find plan turn ahead bait enemy tight space save ap wait spring trap enemy early access access medium difficulty veteran series say walk park require much well think party character planning preparedness make difficulty opinion start battle differently show battle may think hard become easy start think outside box pick oil barrel saw way back carry sneak middle enemy pack sneak open combat firescroll save since beginning game one many way make game easy game reward think aspect one favourite thing game far reward traditionally talent pet-pal let talk animal may expect every animal talk give something return nature spend hard-earned talent point ability sometimes may case more-often reward thought-provoking sentiment creature try survive crazy world consoling replace orphan bear's parental figure try explain dog death mean give exp skill tweak heart-strings remind nothing can't expect world larian create story game interest different depend play play origin character goal play game accord need even play continue throughout world try accomplish unique goal woe stand way help turn pursuade join use mean end find good treasure kill usefulness run character vastly improve upon first game everything part game improved exciting fan original sin thing reccommend player new old really try everything think may possible try 10 point telekenisis really heavy object look like over-top enemy head sneak pacifist playthroughs character light everything around fire fire spell reduce cost stand fire much fire-resist heal stand replayability game insane many viable option discover explore best part play people together,"September 5, 2017",3 people found this review helpful
498,one best best rpg game i've ever play start able stop play everything previous part much good character likeble storyline involve cherry top tactical fight,"November 25, 2017",3 people found this review helpful
499,huge rpg never get fad pen paper rpgs divinity game absoltley brillant way give freedom approach give situation way think still manage keep everything story drive nothing ever feel misplace world level detail rival like witcher breath wild combat tough fair reward tactical thinking keep stock oil barrel bos fight music well listen loop star download progress update last two hour yea pretty darn good,"September 14, 2017",3 people found this review helpful
500,game let live wild dreams include limited gay cannibal necromancer skeleton boyfriend pet cat buy,"November 23, 2017","3 people found this review helpful
1 person found this review funny"
501,post deserve overwhelmingly positive positve,May 18,3 people found this review helpful
502,complete story fact even little detail change everything end welp amaze wait see come next fence game hop side come get batter ram smash fence promise play regret,"October 16, 2017",3 people found this review helpful
503,true game year 2017 hopefully steam review system tag system get game pop store probably hear major outlet podcasts honestly think turn base strategy go way xcom divinity however readily compare dragon age origins story character customization interest party member fun yet challenge combat there's need experience previous game ever enjoy rpgs play game,"November 12, 2017",3 people found this review helpful
504,absolutely incredible experience without doubt one fine rpgs date certainly best ever play know begin world interesting alive long beautifully craft story stay strong almost entire 130h runtime new rpgs might put inherent amount lore world building exposition kind game often exhibit must say game remarkable job give information need without overwhelm world building constant detail enough make want fill detail use imagination play original divinity original sin feel like miss important piece lore miss anything story-wise something truly appreciate developer writing witty fresh fully voice act one person monster animal go without voice voice acting also excellent pleasant surprise see much dub combat lot fun get good level able experiment new interest skill combos thing feel could do well different skill tree explain stand basic description give important information like hydro spell part curative pyro spell focus damage explain somewhere major issue due fact player give opportunity respec time reach certain point story fairly early still make invest certain tree bite dangerous daunt new player overall game provide beautiful experience leave reminisce adventure rivellon alongside memorable companion think could do differently even pass interest rpgs try regret second,March 31,3 people found this review helpful
505,rating rate game perpetual 10 10 best damn thing since slice bread gaming-wise spritual successor baulder's gate game make home heart long time ago reason believe game deserve money micro-transactions likely never anti-consumer monetization scheme bullsh game everything could want game epic honest continually nurture devs larian studio definitive edition actual definitive-level update free already buy worth yet buy divine ascension dlc high-quality purchase,"November 24, 2017",3 people found this review helpful
506,thanks larian studio game 12 cat 10,"September 14, 2017",3 people found this review helpful
507,want another baldur's gate game another neverwinter night well say hello game that's actually good either yes i've play game series i'm still say divinity original sin good call blasphemy play game know truth,"September 15, 2017",3 people found this review helpful
508,early access review buy couple day ago alot hesitation play iso rpg since diablo like 18 year ago thus hesitation love play non-stop can't wait start 14th i've learn,"September 11, 2017",3 people found this review helpful
509,amazing game easily one best rpgs past 10 year behind witcher course buy company love game community respect hell player 45 game provide hundred hour content i'm 80 hour barley halfway,"September 21, 2017",3 people found this review helpful
510,fan tremendous attention detail excellent strategic combat system ability whatever want seriously can't exaggerate enough pace disgression superb multiplayer co-op experience play significant recommend enjoy game spend 100 hour start island fort joy completely ing around blast one point collect stole basically everything could laugh nod respect wordplay detail description item people larian studio clearly put heart soul game find absurd way circumvent certain situation felt sure i'd break game nope that's divinity beautiful work together,August 23,3 people found this review helpful
511,amazing game turn game first top game turn-based combat never previusly fan divinity original sin make fall love story great change much depend choice make rpg element game awesome many different type role many different element within role game must buy anyone love top rts game even people like,August 23,3 people found this review helpful
512,game wow trough enjoy good like amaze story option play game,"September 30, 2017",3 people found this review helpful
513,best game ever play die,"September 15, 2017","3 people found this review helpful
1 person found this review funny"
514,one best rpgs year accessible enough without sacrifice complexity world full detail either directly indirectly involve quest modernize crpg forget core virtue genre get especially friend interested play well,"September 19, 2017",3 people found this review helpful
515,although hour game thumb reveal gameplay fun story far entertaining fascinating love interaction character think best player play one origin character little pull back know can't people party mod workshop solve anyhow game worth every dollar spent regret get day even gameplay style turn base gameplay suit like must buy game like fascinate story interesting character interaction course turn base gameplay style,"September 20, 2017",3 people found this review helpful
516,great game still dumb mechanic combat cause break anyways amazing game long story kinda one time play best virtual game duplicate tabletop rpg design perfectly player want play dual co-op locally player coop online mixture two along dungeon master capablilty steam need fix area want play lonewolf without doubt lose disadvantage later game fight event design lose turn thats problem needing address many freak lose turn game stun make sense fear okay knock stunned destroy lonewolfs chance bonus need member counter lose turn cc isnt 2ap stand knockdown summons op thing right,"October 1, 2017",3 people found this review helpful
517,game year write review rate thing often exceptional game really make want vote game one exceptional game never forget thank amazing game larian studio,"October 1, 2017",3 people found this review helpful
518,mainly play offline amazing game fun single player i'm busy work manage play 10 hour day con quest marker quest log know mean 10,"September 30, 2017",3 people found this review helpful
519,far good overall big improvement already awesome divinity o game challenge perhaps bite frustrate time face bad tactic little patience exactly reason get extremely reward beat tricky encounter even cheese enemy little advice keep eye enemy level enemy high level party member beatable require good strategy environmental consciousness caution,"September 20, 2017",3 people found this review helpful
520,good like combat choice make adventure towards end quest people attitude bug though,"November 22, 2017",3 people found this review helpful
521,amazing game ton freedom expect hand hold make victory much satisfying,"September 16, 2017",3 people found this review helpful
522,freedom choice rpg amazing quality turn base combat fluid tactical want play game able want want great sure good guy shrug insult npc jerk give go i've enough rampage literally rip face still able finish game completely divinity original sin 10 10 best game library divinity original sin well every way 20 10,"September 15, 2017",3 people found this review helpful
523,pure rpg perfection rpg true form let clear game hand hold character creation party selection really write story combat entertaining turn base system ever play enemy tough encounter every encounter teach use party skill terrain advantage eventually start win win fight game feel reward love rpg's old want experience modern compelling way 2017 simply good experience divinity original sin 10,"September 17, 2017",3 people found this review helpful
524,game simply put masterpiece art landmark rpg game thoroughly enjoy customization story line choice narattion artwork everything amazing divinity original sin amaze one even amazing original,"September 17, 2017",3 people found this review helpful
525,i've get full review probably one best game ive ever play rpg i've engross since childhood probably witcher legitimately look forward end shift work want go back play os2 first side quest super flesh frankly revolutionary way hope set precedent future rpgs remember praise witcher lot side quest none simple mindless fetch-quests like bethseda rpgs game one-upped game jampack side quest none fetch quest variety way complete change quest develops reward without option inherently wrong way fail sidequests sure there's also flesh way complete quest read get dialogue instead dialogue click text option instead option unique way make story side quest finish unique way end unique reward fact way complete one side quest domino effect change thing game include option complete quest make world feel alive dynamic hope become rpg staple second combat exquisite everything great tactical in-depth customization original sin good new class balanced ap system etc basically get four action point per turn use attack move cast spell etc typical s-rpg stuff however depth tactic pull pretty much best game give idea combo system work use fire spell spot hit burn walk cause fire damage set burning dot condition use water spell well extinguish steam cloud use lightning stun everyone inside cloud that's small sample fly teleport ram sneak whatever want combat amount combo unique interaction find limitless feel like every single quintessential fantasy rpg archetype lovingly craft combat game come like week ago already 60 hour think i'm work much long play divinity felt way video game since little kid main save 30 hour i'm probably like game also get 2nd save co-op even touch game master mode basically dungeon dragon full control basically every asset game arena pvp yet could see easily log hundred hour game hand game year hand one best game i've ever play huge hope game really worried live hype hand everything could want sequel os1 miss get,"September 16, 2017","3 people found this review helpful
1 person found this review funny"
526,stole nail mistake initiated world war really need nail would ww3,"September 19, 2017",3 people found this review helpful
527,absolutely amazing game wish game like,January 4,3 people found this review helpful
528,hey love rpg's good new gold standarts,"November 22, 2017","3 people found this review helpful
1 person found this review funny"
529,world age worldage time aether lie beyond rhyme call rivellon expansive fragile vast larian last timeless piece gift gamer true heart please thank larian thank rivellevel,"November 23, 2017",3 people found this review helpful
530,amazing immersive story incredible soundtrack first rpg really sink atmosphere game somewhat dark humorous time sprinkle childlike light theme lovable charm yet believable character combat questing never bore game real sense accomplishment playing much fun play friend i'd really recommend co-op game however play solo also fun game since buy o outclass sense enjoyment short game either mod capability i've play halfway story 122 hour i've still much explore game would really recommend best rpg experience i've,January 15,3 people found this review helpful
531,absolutely recommend game play like classic rpg turn base combat action economy skills spell multiple way build character even multi class drop drop player cooperative nice feature even modded large party though unbalance game disable achievement game lore story play well one arc next scene set beautiful complaint game would lack interest none human player race though lizard folk really nicely design fact move far enough away active combat sometimes leave combat thus get infinite free action economy whilst rest team play turn turn,April 26,3 people found this review helpful
532,game goddamn amaze hour invest game far great game-moments 2017 that's come someone play wolfenstein breath wild awesome game gameplay fantastic story grip voice acting superb pretty much every single design choice game masterful also big fan dungeon dragon game capture magic tabletop game perfectly can't play often lack friend game really faithful inspiration especially master mode,January 9,3 people found this review helpful
533,buy almost almost game month year come deeply discount cheap patient pay full price one pleased purchase application turn-based combat mechanic old-school rpg gameplay make divinity worthwhile experience like neverwinter night beautiful lovechild xcom also huge game huge number way play particularly like play local-coop wife always market good couch-coop game one spectacular complaint gameplay lot inventory management require least want adequate gold ii want inventory look like crazy bag lady get hold i've also find game pretty buggy time though actually crash hundred hour gameplay,February 20,3 people found this review helpful
534,bit gamble get first i'm glad combat similar xcom play near endless replayability great music gameplay although overwhelm start explorer mode easy diffculty new suggest try get feel game i'm try tactican great companion memorable enemy npc even romance certain people companion game give much player choice breath fresh air always fun someone else play feel free add,"December 19, 2017",3 people found this review helpful
535,early access review sequel best coop multiplayer game ever make basically best good,"September 9, 2017",3 people found this review helpful
536,10 10 would activate doomsday device,"September 23, 2017",3 people found this review helpful
537,early access review 20 year game i've never take time write review game however feel compel game far one best rpgs i've ever privilege playing huge fan do thus purchase dos2 ea soon available steam amaze good game can't help praise devs larian amazing job already recommend pull trigger purchase trust regret,"September 9, 2017",3 people found this review helpful
538,bug something scale depth intricacy petty quibble huge accomplishment one best game i've ever play hat give definitive edition free owner original that's,September 15,3 people found this review helpful
539,definetely one best rpg ever play one favorite game time divinity original sin refined rpg decent 30-ish hour content without take account amazing replayability thanks origin character vary story game branch scenario combat system close perfect bossfights challenge voice acting great everything pretty mechanic really interesting in-depth way describe great game state endless list thing perfectly list thing could good glitch get stick dialogue play coop half end cutscene play player choose fight divinity lose easy overlevel trivialize game last boss trust dig deep brain find handful flaw game truly close perfect i'm first person always find tiny detail every single game play friend hat divinity original sin ii first game sunk hour surprise get stupidly angry anything i'm 250 hour clear story still want know side story fane lohse still quest forget game great full content make sure money spend heavy price tag worth also mention game gamemaster mode allow design play typical dungeon dragon campaign friend online without hassle collect ton paper friend around table ease use digital scenery nearly always look good papier-mâché montian spend hour overall believe game must even price tag bit scary play bite know worth money spend really great game like rpgs especially friend play hesitate probably best rpg decade,August 30,3 people found this review helpful
540,personal goty 2017 although like do originally fan turn base nail many option another playthrough another story nothing complain graphic best soundtrack videogame history worth cost alone best play friend wonderful alone 10 10,March 23,3 people found this review helpful
541,best birthday gift give real rpg fan,"September 15, 2017",3 people found this review helpful
542,best game ever,"November 19, 2017","3 people found this review helpful
1 person found this review funny"
543,early access review absolutely love first game wait sequel patiently touch game ea besides last couple day want get good idea kind build party would use launch experience vast amazing upgrade system original divinity enjoy original fence worry nothing buy game amaze,"September 13, 2017",3 people found this review helpful
544,scroll bottom summary start want say really enjoy game quite bit never play first one decide take risk purchase play many turn-based strategy game truly enjoy get addict past however game hook moment can't think hardly reason would stop play time soon ok admittedly game definitely everyone hopefully next part helpful someone fence fit item game probably would still reccomend consider purchase say earlier rarely enjoy turn-based strategy game currently enjoy game lot base thing mention think like game list pro con particular order re-customized fairly simply without restart beginging game likely bug patch later hold mouse1 panning desire location click divinity original sin provide countless hour quest explore adventure monster hunting beautifully design expansive open-world countless area secret find throughout entire experience glue together phenomenal soundtrack wrap cozy blanket extrodinary storytelling absolutely amazing game take point point bothersome movement control friendly ai try kill try save,"September 30, 2017",3 people found this review helpful
545,best isometric rpg time nothing top combat multiplayer mechanic furthermore seem multitude different approach scenario play early access restart discover homicidal maniac first time game reward patience immersion,"September 17, 2017",3 people found this review helpful
546,constant betrayal thievery abuse plain backstabbing good friend try complete single quest make game great finish first chapter 40 hour dont think we'll ever beat game,"September 20, 2017",3 people found this review helpful
547,extremely deep extremely interesting rpg gameplay narrative know combat work rush everloving hell end narrative easily best part game narrative power servitude movie would typically tackle subject use protagonist antagonist singular case study we'd form kind opinion see go two people original sin 100 hour videogame tackle subject use many protags antags many separate different case study think experiment mean form opinion see power servitude dynamic play bunch different context really effective help player form rich opinion time do combat end serious sore spot however two jagged thorn stick deep within side game combat difficulty story's end thorn jagged fact major doubt review outlets give 10 10 probably finish game probably play easy mode combat encounter either easy none party even lose armor they're actually impossible win middle ground they're impossible game cheat behalf enemy get astounding number action point turn cast aoe decimator spell every single turn mind control party magic armor they're mob member infinite initiative go first party member turn make certain ludicrous decision end game face 1v10 give one move kill everyone hilarious win impossible fight cheat save scum obviously beyond reload position party they're psychics--in way could possibly know would work go fight first time destroy part environment step tile trigger fight kill nurse doctor's house go talk cheat game become save-scum psychic leave foe baffle god-like foresight there's end gameplay lead end pretty cool complicate puzzle literally spell talk everyone final zone least one puzzle remain unspoiled complete get huge bos fight full cheat enemy win skin teeth almost enemy far tell big narrative inconsistency history narrator give boilerplate remember stuff happen game barely paraphrase say character decision-specificity absolute boilerplate ask remember stuff pick one three choice pick first choice okay pick first choice get thing three choice pick one get 30-60 second post-game cutscene feature vagary character really matter extremely brief summary way thing stand decision do recently larian enable playing endgame bring back base finish side quest otherwise derp endgame loot here's thing though party die last fight never get chance res anyone one character create start another party member game created character go back base credit guess he's still dead get game screen ask reload bos fight nice game extremely good addictive even stand tall proud story-driven game i've ever play challenging fight sloppy heartless end easily hack leg knee overall recommend 125 126 hour fantastic great thing hour poor quality really super important hour,"October 9, 2017",3 people found this review helpful
548,modern day masterpiece something regret experience,"September 26, 2017",3 people found this review helpful
549,one best adventure rpgs ever imo masterly game design reward exploration turn base fight make game real masterpiece love,"September 28, 2017",3 people found this review helpful
550,buy buy know fun game play narator game dont like read story 4players story mode rather 1st one also make story play essence like multiple game one think well worth price,"September 24, 2017",3 people found this review helpful
551,game complete nightmare almost ruin marriage know say feel bad developer sell least 50 expensive consider massive content replayability,"October 7, 2017","3 people found this review helpful
1 person found this review funny"
552,i've hold write review game finish take age put difficulty tactician mode make thing extremely difficult fun put 144h finish one playthrough best way put probably best game i've ever play since witcher back game play first original sin leave want play even definitely make right decision there's lot freedom game play friend play alone even dm game play single player mode far i'm much look forward play friend get game here's general pro con list single player perspective graphic great run really well gameplay fantastic like turn-based game pretty much anything kill anyone want voice acting phenominal companion background tie main story line really give sense wonder motivation find what's go fix workshop modding read issue quest finish properly able talk properly npcs lead miss xp story lot get fix recently tactician mode difficult really make work hard find much xp move onto part especially beginning game here's best part larian even give u divinity engine u make campains dm game mean look forward people create story campaign future something really look forward see play get totally worth edit nominate even good expect award truly good expect make sense right,"October 9, 2017",3 people found this review helpful
553,one best game ever play im even rpg player,"October 19, 2017",3 people found this review helpful
554,early access review one best rpg experience i've year bring back fond memory old table top day play pathfinder combat turn base let scare away really feel like dynamic game strategy go situation whether try talk way go full murder hobo really reward game early access release today can't wait get hand full title 11 hour i've play far enjoyable every bit good opinion well original addition 100 voice final game big bonus anyone doesnt want read lot although game well worth read listen didnt play divinity original sin miss dont worry really seem like prerequisite sequel definitely stuff remnant past game event game 1000 year plus future original game i'm really hop get put game master mode test friend somwhere line guy gal larian really talk underpromising deliver pretty much par course game boy glad deliver want give game full rating yet i'm definitely throw positive thumb way i've play far everything theyve show u come release,"September 14, 2017",3 people found this review helpful
555,dont know review best game year,"November 10, 2017",3 people found this review helpful
556,early access review game step right direction fun role-playing choice able choose 10 give early access game enjoy game like game good choice,"February 2, 2017",3 people found this review helpful
557,hour alright let's see fuss hour hot damn game radical hour 10 alright finally do first act wait first area hour 15 might one favorite game time one favorite game time like best rpgs yesteryear strode time pick best improvement along way slap u across face push game friend hard since dragon's dogma ship pc buy,"September 26, 2017",3 people found this review helpful
558,single handedly one great rpgs date true example crowdfunding do right larian studio clearly people want make good game game industry lack lately andromeda pure choice game progress story give illusion choice fallout4 i'm amaze sheer success larian studio divinity game hope continue grow create content buy game period read 12 5k review state great game,"October 8, 2017",3 people found this review helpful
559,hate game hate amazingly detail story hate whoel game take emotional roller coaster wonder tragedy awe hate complex interest fighting system beautiful graphic customize character give whatever backstory interest hate reward game complete quest overthrow assassinate corrupt world leader fight giant purple worm slay evil witch free befriend ing dragon yes awesome even end game stuff i've get 2nd area hate game ruin life addictive i'd rather retrace hour gameplay due save get homework single player experience buy game ever like game even remotely similar one wow mmorpg action rpg like diablo path exile fastasy game general solid 10 discount save system remember save every fight save game seriously bad thing game ok i'm do rest devs love game make live life play game 10 dear larian studio get get together lose retrace least 10-12 hour 50 hour gameplay due forget game quicksaves every blue moon understand setting slider determine save happen either i'm complete dunce system confuse also quicksave fight happen care spoil surprise beginning hostile area whenever talk someone who's suppose kill please help bro redo search source resurrection scroll two long fight scene game work art even get hollow marsh yet would 10 10 save often,"October 8, 2017","3 people found this review helpful
1 person found this review funny"
