label,text
1,"I was excited to try this vibrator at first because of the addition of the beads. I was really disappointed in this product however. It's awkward to handle, using it and trying to use the buttons at the same time takes away from the focus on the sensations. The beads are far from pleasure enhancing, they felt awkward and sometimes pinch a bit if you change the direction during use. They are also bulky and and uncomfortable. The plastic is smooth on the outside which isn't necessarily a bad thing but I personally prefer some texture, it's also really thin where the beads are, which I suppose is to allow sensation but considering I didn't like the way the beads felt... I would've preferred thicker plastic."
2,"I bought this as a gift for my husband and the more he uses it, the more he is thrilled with it. Only downside is the weight."
2,I use the headset with a Cisco 7960 - works great. I strongly recommend this product - excellent range and battery life.Too bad it's not possible to pickup/hangup without connecting a headset lifter (lame).
2,Bought this for my nephew for his birthday and he loves it. Lots of different things for him to do.
2,"I think too many people are assuming that they are buying a compilation CD when they pick up this release. In fact, this was the original album released in 1957. Ella gets top billing becuse she was the biggest of the three ""names"" at the time. These sessions were laid down between Jan 4, 1956 and April 30, 1957. Each artist gets a chance to showcase their talents and it is apparent that, when they all get together for the few numbers that they all share, they are really swinging and having a great time. Basie's band was in top form, the arrangements were wonderful and the vocals are spot on. This is a terrific window into the past."
1,Nirvana should be ashamed of having this released. If it's the best of the box then the rest of the box must be overdriven drunken slobbering screams accompanied by smashing guitars and kicking drums. If you like unprofessional recordings you will love these. My guess is these were recovered from the trash somewhere to make a quick buck. Although if they are demos it's a wonder Nirvana got anywhere.
2,"I can't understand why people like (WTS)MG? better. DM's got everything. It's simply amazing.The best songs, IMO, are Rock 'n' Roll Star, Live Forever, Supersonic, Cigarettes & Alcohol (so f***ing good) and Slide Away. They get 11 out of 10. The others 10 out of 10.If you're new to Oasis. Buy this album first. I promise that you won't be disappointed. Not if you appreciate good music."
1,"I got this for my 8 year old son because he loves hand held games. He played it the 1st day he got it, but it was difficult, involved alot of shaking. I also had to take it apart because he pressed the reset button & it stopped working at all. We put it away for awhile & the next time he tried to use it, no battles, no matter how much we shake, it is useless now. How can they make such junk?"
2,"I have seen all the earlier Batman movies and I must say this is by far the greatest. The older ones were ok, but lacked that realistic feel. In Batman Begins I felt moved by it, it was realistic, it was dramatic, and it felt real. This movie is a must buy for any action/adventure lover."
2,"I've been studying music in the classical realm for a long time, but have always been interested in electronic music in both performance and composition. Of all the electronic I've heard from Kraftwerk to Daft Punk, I must say this is perhaps the best I have ever heard. This two-disc set is nothing less than magnificent. The formal structure and sheer smoothness of the sounds from minute 1 to 95 is how music SHOULD be heard in the preset day. I have played every Beethoven Sonata, the complete Etudes of Chopin, Islamey, Gaspard de la Nuit, on and on... As an experienced pianist and professional classical musician, I think I can safely say that these master composers would have GLADLY accepted Hawtin into their inner circle, if not for the plethora of distinct, yet related sounds, then for the complexity of the underlying formal structure that holds the entire soundscape together. This is a modern master-work. Don't miss the chance to experience it..."
1,"Very stupid adaptation of the DC horror comic book not only lacks brains but also a lacks an actor who can pull off the complex role of John Constantine. Keanu Revees is gravely miscast as John Constantine, which is a shame because Reeves could have pulled off the role but with a screenplay that is so badly written, Keanu does not come out looking good at all and makes an complete fool out of himself in the process. Only Rachel Weisz and Djimon Hounsou manages to pull though this mess with their dignity intact and that's manly because they bring far too much acting talent to this badly made film. I suggest you see it for Weisz and Hounsou because they are the only good things about this bad movie."
1,"First of all, I highly recommend people be very careful ordering a movie with no reviews and/or no details about the release. This movie The Whistler is NOT even a full length feature film. It is a very short 60 minute movie that someone made for next to nothing over one weekend. Also Amazon should have noted this DVD is not a regular DVD release but a DVD-R cheaply made movie. In all honesty this release is something I would see in a local store for $1 and I would not even give it a thought. Absolute junk and I feel ripped off. Shame on Amazon for selling this trash...."
2,"I bought a similar Inga Moore version of this book for my son and we love it. The text has been ""sensitively abridged"" to make it appropriate for young children and the result is a delightful story that brings small animals to vivid life. Inga Moore's illustrations are what drew me to this book. They are wonderfully detailed and evocative of the beauty of the Thames Valley."
2,"This is one badass movie. The cgi is spectacular. The 3d is not that great, but the action is crazy, it never stops. Cant wait for Transformers 4. Keep up the great work!"
2,"I could not give this book a full 5 starts. For whatever reason, the book seemed to ""bog-down"" and I just wanted it to end. I will continue to read the series, but this one was not my favorite."
2,"This is pretty much the greatest comic book adaption ever made!Batman Begins is an epic!The story is so great!The acting is top-notch!This is as close to the comic book as you can get.Christopher Nolan did a excellent job at actually capturing the myth and personality of Batman on film.Christian Bale plays the role of Bruce Wayne/Batman perfectly,truly like no other before him.All the actors play their parts extremely well,as if they were born for the roles!Batman Begins is an instant classic film,that no doubt will be talked about and remembered for years to come.If you havent bought this movie already,I advise that you add it to your collection!It is truly a must have!"
2,"Wilmington Chester Mass Choir is incredible. I highly recommend this inspirational gospel choir CD. I especially love the song ""Holy, Holy, Holy"", it alone is worth the price of the CD. You can realyy ""feel"" the Lord when you hear thier music, and you know they mean every word and note of it. Thank you Amazon.com for featuring this CD, I had a hard time finding it anywhere else."
1,"I felt like I was reading an anthropology book, which may be appealing to some readers, but wasn't what I was looking for."
1,"Obviously these guys have invested heavily into the North Mississippi hill country blues of R.L., Junior Kimbrough et al, via the Fat Possum catalog. Although it is mildly entertaining, why spend your filthy lucre on the imitation stuff when you can have the real deal? Search out the real innovators of this sound, they've been doing it a lot longer (and better) with more soul and authenticity than the boys from Akron."
1,"This product is for turning a petcock valve, not for removing/installing a drain plug. It's my fault for not reading the description clearly, but what I wanted was a tool for removing the drain plug on my Atwood 6 gal water heater in my travel trailer. The nylon plug is in an awkward location and without a long socket extension (which I dont' have) it is a pain to screw and unscrew. Even though this plug is only finger-tight."
1,"I had to get this book for my advanced calculus class. There are 3 issues I have with this book. First, that the material in any given chapter gives what is needed to work most, BUT NOT ALL, of the problems at the end of the given chapter. Second, having solutions to selected exercises is a good tool to have, and if an instructor disagrees, he or she can just assign problems that don't have solutions given. Not all students would use those solutions, but it's nice to have to verify one is on the right track. Third, the author does not explain things as clearly as other authors do. He (assuming Edward is male) could have explained things much better without adding a single word to the text. I find myself frequently referring to 'How To Prove It' by Velleman, since Velleman explains things much better. In short, this book is not the worst I've seen, and I would give this book 3 stars, were it not for the price."
1,This was a VERY used paperback of Tess sold as new with library stickers on the binding as well as the front cover. Amazon is definitely not trustworthy anymore.
2,"In this day and age when Truth is questioned, the source/author of a book is important indeed. If one believes that God alone is Truth, then one can read with confidence, The Supremacists. The author, P. Schlafly, is on God's Wavelength.The Left have sought for more than 50 years to control our nation. They cannot do it by the ballot box so the revolution is therein by judges, as we have seen in the past decades but even more so in the past years (Mass), judges making rules/laws whereas they were meant only to INTERPRET the laws.Their revolutionary rulings have and will continue to cause a great divide in the Culture War, which will define us as a nation that will live forever, or go down the sad pages of history as so many nations before us have gone, e.g., Ur. of the Chaldees, Babylonia, Persia, Alexandria, Egypt, Rome, mighty Rome, she merely disintegrated from within.History is making its torrential mark on the world, and let us not be asleep while it rages."
1,"Having just been told I was expecting twins, I was keen to find a book that could give me the information and reassurance that standard, ""singleton"" pregnancy books could not. But instead of finding useful information and reassurance, I finished this book feeling anxious and alarmed. It focuses far too much on the negative aspects of having twins - loss of one twin, preterm labor, birth complications, vanishing twin syndrome, etc. It is daunting enough being pregnant with twins without reading a book that reminds me of all the things that can go wrong. In addition, the author offers impractical advice on nutrition and exercise, which in many cases is contrary to advice from the medical profession. Not everyone has the money or the desire to eat seaweed and other ""macrobiotic"" health store food. All in all, I would not recommend this book to any woman expecting twins. It is alarmist and out-of-touch with real pregnant women."
1,"It isn't very often that I turn off a movie and walk away before it has ended but this movie was deserving of such behavior. Damn you Michael Bay for killing my childhood memories about Transformers. I believed that you were sincere when apologizing for the previous embarrassment that netted you a lot of money and wanted to believe that this movie would be better. No, it wasn't. Where is your pride? Better yet, where is your soul. Wait, I can see it circling the drain ready to disappear forever. I will never watch any of your movies again and hope the same for others. you. sick. bastard."
1,"... and this one also ended there. Compared to Orwell's 1984 and similar works, this novel is teen romance. It light-heartedly bounds through what it likes to think is a dark future. With all respect to the esteemed Mr. Bradbury, it reads more like Futurama.Aldous Huxley and George Orwell both cover this subject in much greater detail and provide a deeper sense of the darkness of our future. The themes of ignorance, gleeful mass-media mesmerism and inner conflict are better represented in their works.If you understand doublespeak, give this one a miss. It's double-plus-ungood."
1,"i was really dissapointed when i bought this album. The first time i heard bones was live when i was 15 at the ""Wave"" in Staten island the kid sent me into a trance. He is the master of beats and welcomed me to the scene.I havent stopped dancing yet.To expierance bones dont purchase this album see him live at his best or check out technolo-g or houseloop.Frankie bones is known for the boom boom and he will without a doublt ,keep you thumpin!!!"
1,"I would rather eat sticks or leaves from my yard. The noodles are awful, the broth is typical ramen broth. I bought a three cases of these because Nissin Choice ramen was discontinued at the supermarket and I wanted something a little more healthy because I eat ramen for breakfast often.I told my four coworkers I was going to throw out all the ramen and they all tried a packet. They all agreed it was the worst ramen they had ever tasted by far and wouldn't take it for free. I think I am going to donate it to the food bank, pity the homeless."
1,"Worked ok on the piping i pre-assembled before getting under the house - slow but it workedThe heads like to slide and move around, which may be why heating is so uneven.Noticed that it took 60 - 120 seconds before the pipe would be hot enough.Several times it failed to heat the pipe enough to melt the solder once under the house.Waited 4 minutes before my arm fell asleep. The unit was noticeably cooler than it had been earlier in the day.Ended up with the torch by the end of the day.Great concept but cannot recommend this unit. Cost was about $10 per solder joint."
2,"Sweet Dream Baby is an amazing novel, and its power grows as time passes. I read the novel when it first came out, and it's still with me. The music, the sight of a swimming hole, even a dusty road can make Travis and Delia appear for me again. What I wanted to know when I put the book down was, does Travis have a chance at a decent life? And what was up with Delia? More and more, I want to find out, because I can't let these characters go. I hope there will be a sequel."
2,This group has become my favorite. The music just rocks and Shirley and the boys are just fantastic. I love every song on this album and that is a rarity for me. I don't always agree with what Shirley has said off the stage but their music is great.
1,"I put this cd on and my dog started howling. As if there was a full moon. This CD is horrible. American Idol is stupid. If any of these clowns had an iota of talent, they would have signed to a label already ( See Kelly and Justin movie- that movie made about half a million at the box office!). I looked at the notes on the CD. He didnt write one song? So basically someone picked all of these songs for him. This CD makes me wretch. Also, dude is kinda ugly for a teen idol. In fact all of the winners and runner up are horrible looking. WTF?"
2,I love my nature guide to Florida birds. We have identified many birds using this invaluable tool. You can too!
2,Strong medicine is one of the best shows Lifetime has ever produced. It is the ultimate show being that it showcases womens talents in the medical field. It deals with issues ranging from rape to murder to abortion. This is one buy you won't regret!
1,"I guess maybe it said they have the right to change the cover, but the one we received was completely different! Looked like an old Harlequin romance novel.... also the book had people reviewing it along with the text and my daughter didnt like that format."
2,"The title say it all. This Exuviance-Vespera Bionic Serum the only brand I trust to my skin. I'm using this product for about ten years now my skin looks youthfull than ever. I'm glad this product is always available. I recommend this to my friends and family, after only few applications they notice the amazing results on their skin. I thank the company for marketing a real skin care that trully works. I will not use other product except this Vespera Bionic Serum.Marietta Parry Exuviance - Vespera Bionic Serum"
1,"Boring, boring, boring. My g/f (a Nirvana fan) and I watched this film together on a Sunday afternoon. Please save your time and money, do not watch this film."
1,"The first one we received was dead out of the box. It made a loud grinding and sounded like a fan hitting metal. We assumed this was due to shipping damage and received a replacement. The replacement worked fine for six months but suddenly the display panel would go blank and the clock would reset after a few minutes. The microwave has now ceased functioning altogether. The warranty states ""in-home"" service, but there are no local service facilities."
1,"This series influenced me as an artist in profound ways, and it was all because of Stephen Gammell's illustrations. I remember staying up late at night and just absolutely loving the how terrified it made me feel. It's very sad to me that children today aren't going to be able to experience the same thing because Gammell's illustrations have been stripped out and replaced by inferior, less emotionally impactful illustrations.I'm just happy that I went out of my way as an adult to buy multiple compies of Gammell's version before they were pulled from shelves.TO THE PUBLISHERS: Please make Gammell's version available to the public, so parents can make the choice about which version to buy their children. After over 3 decades, it would be so sad to see Gammell's version just disappear..."
2,"Wow, where to begin? I bought this cd in 1992 after one of my city's alternative rock stations started giving significant airplay to ""We Are Each Other"" and ""36-D."" Never could I have imagined how 90% of the songs on this album are outstanding! From the sad stories of ""Old Red Eyes"" and ""The Rocking Chair,"" to the upbeat ""We Are Each Other,"" ""The Domino Man,"" and ""I'm Your #1 Fan,"" and to the spooky, somewhat bizarre stories told in ""Here It Is Again,"" and ""Something That You Said."" It's a shame this recording didn't get the same kind of airplay in the states as it did in England, where they are a smash. This cd had been given to friends around the country, from Ohio to Florida and Texas, and everyone has loved it! Enjoy"
1,"This movie is bad, Bad, BAD! Makes Rudy Ray Moore look like Fellini!Essentially, this is the crude ""story"" of a college football player who goes down to Daytona with his friends for Black Spring break and hopes to sing with the pros. Problem is: outrageously bad acting, corny ""humor,"" strong and unecessary reverse racism (the lone geeky White character is constantly referred to as a ""cracker,"") vile sexism, unappealing characters. etc. etc.Get this video only if your fireplace runs low this winter."
2,"This mini-series was jaw-dropping from beginning to end! If you like ""24"", you'll LOVE this..and I think it's better!"
2,"Firstly, Escaflowne is a great classic anime, and one of my personal favorites. The visuals are a bit dated (1995), but what made the show was the plot, the world, and the audio!2nd, All of the Escaflowne CDs are incredible. Especially lovers only (a 'best of' for the series), and the movie soundtrack. This is all due to the work of Yoko Kanno (Cowboy bebop, darker than black, Macross, RahXephon, among other greats). Escaflowne may be my favorite of all her work, but everything she touches turns to gold.Lastly, the CD Info, because it is often hard to find the correct information:The Vision of Escaflowne OST 3Yoko Kanno19961 Short Notice2 Arcadia3 Epistle4 Farewell5 Aoi Hitomi6 Perfect World7 I Recomment Instincts8 Scrappy9 Shrilly10 Revenge11 Illusion12 Blaze13 Fatal14 Hikari No Naka E15 Again"
1,"Just purchased this little gem and went to insert the cassette. The instructions say ""The cassette compartment will automatically lift up and open when opening the lid."" It Doesn't. For $1,359, I'm back to Circuit City for a new one. If I have problems once more . . . then I'll try another brand."
1,"This card was big disappointment. I am using it on a dual Athlon MP system with Windows XP Pro. I have had repeated problems with the card causing my system to spontaneouesly reboot. Trying to play live video on a media player such as Windows Media Player or RealPlayer seems to be a particular problem. Applying repeated driver updates from ATI has not helped. The card is very fast, but the system stability issues are driving me crazy and have caused me to remove it from my computer. With a different card my system works great. I have have had good experiences with other ATI cards, but this card (or its drivers) are unstable."
1,I decided to read this after seeing all the glowing reviews here. HA-don't believe that hype. I am a Stephen King/Dean Koontz fan and thought this book was AWFUL. None of the characters are fleshed out-you don't feel anything for them. They are cold and unrealistic. The plot is predictable and ridiculous. Skip this one.....
2,"This movie has a lot of action, and my husband loved it. I do, however, warn you about the language. I wouldn't have any underage viewers present if you watch, and the language even made me want to leave the room, but if your okay with that, the movie is very action-packed."
1,"Big problem... the answers are not printed on the key above. They are underneath the key, so that when you depress it, you can see through. The problem is the numbers on top are over the number underneath in many cases, which makes the answer harder to see. I really prefer the ones where you can clearly see the answer print above."
2,"All right, I do admit a like for the first four, but this one knocks them all out of the running. This is how Batman was meant to be seen. It is the closest thing to the dark cartoon series, and the comics, I have seen. The size is giagantic, and makes you feel surrounded as you watch. Christian Bale is perfect for this role, he has an underlying tension, that makes all of his characters verge on psychotic, and a few actually were, but for Batman, it was perfect. The ability to get so many well known names to come across as these characters believably is wonderful, and makes you care about all aspects of Gotham City. As long as Chris (Nolan) stays on this same wave length with the rest, Batman will never die."
1,"I signed up for these with the subscription purchase because they were slightly cheaper than the Huggies. We are not happy with them at all. They don't seem to hold as much, which is a problem for overnight. You also have to be careful how you position them on your child so they don't leak. When I used swaddlers for my son as an infant, I thought this was a great brand, but the Baby Dry are definitely NOT of the same quality. We will continute to use these during the day until they are gone, but I will not by them again."
2,"What an excellent story with a villain who is anything but a flat character. Thanos has a lust for power, but he finds out that it's perks come with a price. Below death's affections now above them, Thanos revels in his own might. With power comes pride, and it is his downfall. But is losing ultimate power and ultimate responsibility really such a bad thing?"
2,Thank you Auel for giving us this great prehistoric ice age novel. It is refreshing to see that the heroine is such a strong female character portrayed with so many different layers. It reminds me of Etok inThe Age of Eternal Firein how forward thinking they are from their tribe mates. I thoroughly enjoyed reading this delightful book and look forward to reading the rest of the series.
1,"In general, I like the product specs, but getting it home and using it is a different story. The auto-off feature makes it useless.I used it as a second amplifier for streaming music. The sound quality is nice, but it clicks off when the volume drops low. This means you often miss the beginning and ends of songs (most songs have points of low volume) and in some cases, bits of the middle. I was so embarrassed when I had people over and the music kept switching off and on, making loud clicks in the process.This first issue is a show stopper for me and caused me to buy a different receiver (Teac AG-790A). However it also has a second flaw: no bass or treble controls. This makes it tough when you are playing from a single source to two different sets of speakers. There's no way to separately change the tone for speakers connected to this receiver.Overall, its inexpensive, but not worth the money."
2,This book is amazing! I ordered this book from barns and Nobel on line then 2 days later they sent an e-mail telling me it did not go through. So A friend told me to go to amazon! I will only go to amazon now it was so simple a Kid could do it! I LOVE AMAZON!
1,"After a tremendous amount of research, I was able to get to the bottom of the issue w/the HD version of Atlas/Aust. Revealed. I have confirmed that a firmware update is available from Toshiba players that will resolve the playback issues. A Microsoft update is currently not available but will be soon."
2,Pampers are our sole brand in this house. They fit the best and they hold the best. That's all the really matters to me.
1,After spending the 30 minutes of my time putting together the hundreds of pieces and placing all the tiny stickers in the correct spots- it fell apart completely! Its a totally unusable toy. The cardboard background doesnt even fit in properly and my son has never touched it due to how unstable and flimsy it is. It is too tall to stand on its own and comes with something to adhere it to the wall! Dont waste your time and money on this horrible product!
1,"I suspect it has been some time since the author visited Sweden or even watched a Swedish movie. A quick glance through the phrases and translations gives me the feel of reading a novel from the 1940s. Using these phrases in Sweden will make you seem either comical or positively moronic.A few examples: Hardly anyone uses the antiquated polite form ""Ni"" any more. It might even be taken as an insult. This book uses it consistently. No Swede would ever say ""Var s god och ge mig resvskan"", which translates to something like ""You had better give me that suitcase"". The translation of ""may I introduce miss Svensson"" will sound hilarious in modern Sweden, unless you are auditioning for a part in a period movie from the second world war. If you are in search of an adaptor and ask for a ""transformator"" as suggested in this book, you would probably just get funny looks.Surely it must be possible to come up with something better than this?(For your information, I am Swedish.)"
1,"Bad Acting, Bad Camera Work, Bad Editing, Bad story line. Sigh. Being a native New Orleanian, I had great hope for the movie. But it is just a waist of time to watch this."
1,"I was totally disappointed with the book for two reasons. One, it had a different author than the one I ordered. Two, it was tremendously boring. A waste of the little money I did spend to get it."
1,It's not even a book. It's a photo copied ringed binder. I was surprised that Amazon marketed this as a ligitimate book published by a real publisher. It is an absolute joke.
2,"On the peaks of the High Siera, Kerouac's narrator, Japhy Ryder explores the inner nuances of one's thought processes and being, away from the hustle and bustle of the Bay area's consternative environs. Changing thinking along with the weather and seasons, Japhy attends his attention to everyone ounce of his being, becomming one and all with his environment. Achieving moments of Zen purity, Kerouac is able to pinpoint the bountiful beauty and vitality of mother nature and of one's relation to it. A great read showing the inner exploration and sanctity with which Kerouac grounded his Bohemian lifestyle."
2,"Since I suffer from this problem, I was very interested in the subject. Mr. Proctor was a detective with the Orange County Police and has experience in this area. I was more interested in how to obtain evidence that will hold up in court. The book was lacking in that dept., and instead said go to your local police dept. to start. Mr proctor actually emailed me with this information. I was trying to go with a private investigator and he didn't think that was a good idea. I give this book a thumbs up."
2,"No one in this film would ever win an academy award for anything, no would the film itself. That aside, you'd have to look long and hard to find a film with more T&A (good stuff) than this ones got. The movie itself and the dumb plot are childishly enjoyable. One of the most hillarious elements is the carwash owner who seems to be immune to any type of testosterone attacks despite the fact that he's got scantily clad(or not!) women running around all over the place waiting for the chance to have sex! One hillarious film."
2,"I was literally pumping only 2 to 5cc (32cc make an ounce) for my newborn who was almost 5 days old when my lactation consultant told me to try this. Within days I noticed I was consistently pumping an ounce then gradually more, by day 10 I was barely supplmenting with formula. This stuff is like a miracle worker. Be sure to not drink anything before and after wards for at least 20 minutes. This makes the product more effect.Yes it taste pretty bad but order the alchol free and no problems. It's so worth it, it's for your baby. They deserve the best and our breastmilk is what's best for them."
2,"When i bought this album I expected it to be a bangin joint and when I played it....all I can say is that its tight. You gotta check out joints like ""Imagine That"", ""Take It Off"" and ""Fuhgidabowdit"". Other ill joints are ""Farmers"" and ""Hello"" what the heck every song is fresh. This is way better than his previous joint ""Phenomenon"". Get this one, it sure is butta...its great to see the one of tha greatest back in tha game!!!!"
2,"If you've played the game, you know how divine the music is! Every single song tells a story of the game, it's that good! The greatest songs are without a doubt, Chrono Cross: Time's Scar, Magical Dreamers: The Wind, The Stars, and the Sea and Radical Dreamers: Unstolen Jewel. (Translation varies) This music is perfect if you ask me, the best it can be. Yasunori Mitsuda just poured his heart on and wrote it down on paper."
1,"I was hoping to have a condensed, to-the-point, informative guide on giving birth. I had missed my window of opportunity to be in a class and decided I preferred to be able to watch a video from home anyway. I feel that a lot of time is wasted in this video with theatrics and cheesy humor. I ended up fast forwarding through a lot of it only to realize she was still desperately trying for laughs 5 minutes in to one point.I am probably going to purchase another video simply for the fact that her style irks me!"
1,"Evelyn Waugh once described this book as 'gibberish' and added that you could see James Joyce going madder by the page. That said, it's quite amusing to read bits from."
1,"This is one of those books that I like the *idea* of, but not so much the execution. It's gotten to the point where if a book has the word ""spooky"" (or a variation) on the cover, I'm just going to assume it's not. The idea - offering ideas for six themed parties - would make for an excellent book if they were all actually Halloween-themed. Sadly, even the Halloween-specific party suggestions fall a little flat."
2,"When I bought this square I considered it a disposable unit that would probably get bent broken or stolen within short order. After checking it against my Starrett and Mitutoyo squares I was surprised to find out that it was very accurate. Surprisingly, it is also pretty durable. While I am not a big fan of the zinc heads on most consumer grade squares, this one is well made, accurately machined and so far, durable. The etched and painted blade is easy to read although not as easy as the Starrett or Mitutoyo ""satin chrome"". Granted, you can buy 8 of these squares for the price of one of the Starrett or Mitutoyo units.While I would never consider replacing my 6"" Mitutoyo square with this one I will not hesitate to run out and buy another, or two or three Swanson squares when my current one finally does get bent or disappears.Overall, I would give this square five stars for value and four stars for quality."
2,"I have converted to Judaism in order to have a single faith marriage. Though this books additudes were a bit outdated towards interfaith relationships and does not recognize the wide spread intermarriage phenomenom, the author has a good handle on the issues affecting the Jewish identity. It is a very conservative approach to raising your child with a Jewish Identity, with a focus on early religious/cultural training."
1,"Beginners who would like a quick view into some dance might take advantage of this video. There is an attempt to cover a lot of ground, but none of it is done well. Altea is too angular, stilted and her dancing is not that interesting. I would strongly recommend looking elsewhere for quality dance instruction videos. I will say that this is the first video that I've seen that touches on rhythm and zill work. The variety in costume is interesting, but is not worth the price. I recently acquired several of the Neena and Veena series of dance tapes. These are excellent beginner tapes, they are fun and interesting and they show a great little dance at the end as a reward for your work-out. This series would be a better choice for beginners."
1,"If you are a very senior Senior, be careful of the pop-up enticements you do not understand. There is no way I can ever view the movie I have been wanting to see for a very long time. I now know that I have DVD and not Blu-Ray, whatever that is. Reaching anyone to question is a near impossibility in this sales-mad world. The saddest thing is that I have not found anyone in my area to whom I can just give this movie in exchange for an opportunity to view it. Disappointed Old Lady"
2,"An excellent scholarly book. Great detail and very in depth analysis. Inevitable conclusion is the impossibility of molding an economic system out of a moral philosophy, not just Islam. That is where the problem with traditional Islamic thought arises, for most of its adherents, Islam is not just a set of moral principles but a way of life, dictating every aspect of it. Unavoidably, there was much effort by Islamists to set up a distinct system of banking and economy based on pure Islamic traditions. Prof. Kuran delves into the history of these movements, but he does more than that, he puts all this in cultural and political context. At the end, he bravely expands more on the general failure of Islamic culture and tradition to bring wealth and prosperity to the masses that follow it. Writing is very formal, not the easiest read and surley apporpriate only for the truly intersted in the general topic, but it was well worth it for this reader."
2,Awsome Book highly recomended for those intrested in reasing fine literature however those weak of heart it truly is a sad story and shows the cruelty of humanity for those in George's positon however I truly recomend the book for anyone
2,"Cream/ Fresh Cream (DCC Gold Disk - 13 tracks): Fresh Cream is a great album. The original U.S. release, however, did not include the song ""Spoonful"", so my advice is to find a version of the album that at least includes that great song. The Gold disk has the 10 cuts from the U.S. release plus ""Spoonful"", ""Wrapping Paper"", and ""The Coffee Song"". As the Gold disk has become SO expensive recently, I would advise a different version of the CD but, as said before, make sure you get one with ""Spoonful"" (in truth, `Wrapping Paper"" and ""The Coffee Song"" are not that necessary to own)."
2,"Purchased this as a Kindle app, and really like the versatility of having a book of this nature on hand, literally."
1,"This shirt was labeled Large, but it was more along the lines of XL to XXL. Unfortunately after paying extra shipping charges, I had to pay more shipping charges to return. I won't buy from this supplier again unless they offer free return shipping."
1,"I marked one star only because I cannot give it anything lower. I placed this order on Jan. 10. Time to get the order came and went. Here it is Feb. 7, and I still do not have the CD of Fahrenheit 451. Is this company located on the moon? Why is it taking SO long for my order to get here? I am MOST displeased. I will never order anything from this company CheapBks4U again. This service is atrocious."
2,"This CD has a lot to know. If you take your time you usually learn pretty well. I myself am only on the first CD. I am learning the words before the symbols (personally, I think that works the best). Overall, it's good. But I need to spend a lot of time on it. The second CD has just Japanese, so if I were you I'd spend a lot of time and get the required 1800 points."
1,"I was really hoping that this book would have up-to-date tips on saving money. A few pages into the book, I realized that rarely did the suggestions apply to today's world. I was only able to read just a few pages. Disappointing."
2,"Amazon has the best prices on diapers. Join Amazon Moms and get 15% off, then join the subscribe and save for another 15% off and then lookout for 20% off coupons in parenting magazine. Where can you get 50% off of diapers? It's so easy to order and I get them the next day to my doorstep. How can you beat that?"
1,"This was a truly disappointing movie. How could anyone take Liam Neeson and Catherine Zeta-Jones, add great special effects, and end up with a boring movie? Just awful."
2,"I highly recommend this book and would have given it five stars except for the fact that there was a small typo or two in it--not the fault of the authors, who are all excellent writers.Although the book states it's for LDS writers who want to break into the LDS market, the advice given applies to national market publishing in many cases.I purchased this book at the beginning of my writing career, when I knew nothing about how to get my work published, and learned extensively from it. I'd recommend it to anyone who is interested in having his or her work published. The information runs the gamut from how to write query letters to handling rejections. Thanks in part to ""Publising Secrets,"" my co-author, Nichole Giles, and I now have a book of LDS humor that will be released in the fall of 2009. [....]"
1,"John Keel's ""Mothman Prophecies"" could be a great book if it actually concentrated on the ""Mothman"" sightings in and around Point Pleasant, West Virginia in the mid-to-late 1960's. Unfortunately, this book isn't really about the Mothman, but it should instead be entitled ""John Keel explains how the universe really works"". For every ""Mothman"" story that Keel relates in this book, he offers at least three other stories of his personal life, his adventures in researching the paranormal, and his decidedly offbeat theories about paranormal events and what causes them. This book isn't really about the ""Mothman"" sightings in West Virginia as much as it is a goofy memoir of John Keel's ""research"" into the world of UFOs, demons, ghosts, and other bizarre events. As someone who bought this book to read about the ""Mothman"" and not about Keel's disjointed ramblings and ravings, I was sorely disappointed. Not recommended."
2,"This is the second pair of Altitude IV boots for me and I can't imagine a better hiking boot for my purposes. I hike hilly, wooded areas daily and wear these boots throughout the year. My previous pair lasted three years and the only problem is the lining of the heel wore out. They are now my work boots.They look good and lace up well. Break in is immediate. I don't walk in rivers, but waterproofing lasted a year before needing treatment. Their lightweight and durability amaze me. The only thing that concerns me is that Hi-Tec might stop making them by the time I need another pair."
2,"This recording is proof that God exists. Like seeing Michaelangelo's David, climbing the red rocks of Sedona or listening to the giggles of a four-month-old, hearing this disc leaves one with a sense of well-being and light, knowing that the Universe is not just a random play of molecules after all, but a deliberate dance of infinite possibilities and joy.Coltrane pushed and pushed himself his entire life, but here he just pushed his ego aside and let it flow.These are not merely musical notes. They are echoes of the primordial Om, a prime example of Man's capacity for perfection. Truly A Love Supreme.I guess you could say that I dig this album."
2,"I enjoyed reading this. The book is about a fireman who starts having doubts about his job and his home life. He begins wondering if what he is doing is the right thing to do but it may cost him his job, wife and life. His strugles go on though out the book and in this furture that he lives in he is alone. Just a simple man with his thoughts wondering how different live would be if people were allowed to read books...."
2,from start to finish it left you with knowledge and a possible desire to get in deeper. i read the entire book in only two sessions.
1,I love Vanity Fair Full Slips but this one was just to small for me. I will be looking for a larger size.
1,"I had high hopes for these sheets even though I got them at a bargain price. They don't have elastic all around, which is a problem with flannels resulting in sheets riding up on the sides. They are also inexpensively made with MANY loose threads and potential for unraveling. They are thin as flannels go. All in all, try to find a better quality sheet.... it's well worth it!!"
1,"I had to buy this book for a class. It is the most BORING book ever. If you don't have to buy this, please save yourself the misery of having to read it and don't!"
