,review,post_date,useful
455,"This game lets me live out all of my wildest dreams, including (but not limited to) being a gay cannibal necromancer with a skeleton boyfriend and a pet cat. Buy it.","November 23, 2017","3 people found this review helpful
1 person found this review funny"
456,"only posting this because it deserves to be overwhelmingly positive, and not very positve",May 18,3 people found this review helpful
457,"EARLY ACCESS REVIEW This is an incredible game. If you loved Baldur's Gate series, the first two Fallout, and/or any other CPRGS you'll absolutely adore this game. Honestly if your just looking for a rpg that feels like a role playing game, look no further. Combat is fun and deep. The graphics are beautiful. The music is top notch. 10/10. Play this game.","September 14, 2017",3 people found this review helpful
458,"Been a huge of RPG but never got the fad of pen and paper RPGs... until Divinity. This game is absoltley brillant in ways it gives you freedom to approach to given situation in any way you can think of and still manages to keep everything story driven. Nothing ever feels misplaced in the world... the level of detail, it rivals the likes of Witcher 3 and Breath of the Wild. The combat is tough but fair and it rewards tactical thinking.. keep a stock of Oil Barrels for boss fight :) And the music... well, I am listening to it on a loop while staring at the download progress of the update for the last two hours, so yea its pretty darn good.","September 14, 2017",3 people found this review helpful
459,just completed the story....the fact even a little detail can change everything in the end...welp its amazing ^^ i so can not wait to see what comes next!!! if you are on the fence about this game just hop off the side you came from get a battering ram and smash through that fence because i promise you after playing this you will not regret it.,"October 16, 2017",3 people found this review helpful
460,"The true game of the year in 2017. Hopefully the steam review system/tagging system gets this game to pop up on your store, because you probably won't hear about it from major outlets or podcasts. I honestly thought turn based strategy had gone the way of XCOM. Divinity, however, can be more readily compared to Dragon Age: Origins...only with more story, more character customization, interesting party members and fun yet challenging combat. There's no need to experience any of the previous games (I didn't). If you have ever enjoyed RPGs then play this game.","November 12, 2017",3 people found this review helpful
461,"An absolutely incredible experience, without a doubt, one of the finest rpgs to date, it certainly is the best I’ve ever played. I wouldn’t know where to begin, the world is as interesting and alive as the long and beautifully crafted story, which stays strong for almost all of its entire 130h runtime. If you’re new to rpgs, you might be put off by the inherent amount of lore and world building exposition these kinds of games often exhibit, but I must say that the game does a remarkable job of giving you all the information you need without overwhelming you. The world building is constant and just detailed enough as to make you want to fill in the details yourself using your own imagination. Having not played the original Divinity Original Sin, I did not once feel like I was missing some important piece of lore or that I had missed out on anything story-wise, which is something I truly appreciate from the developers. The writing is witty, fresh and fully voice acted. Not one person, monster or animal goes without a voice. The voice acting is also excellent, a pleasant surprise seeing how much has been had to be dubbed. Combat is a lot of fun, and it only gets better the more you level up and are able to experiment with new interesting skills and combos; the only thing I feel could have been done better is how the different skill trees are explained. As it stands, only a very basic description is given, when important information, like that hydro spells are in the most part curative or that pyro spells focus more on damage should be explained somewhere. This is not such a major issue due to the fact that players are given the opportunity to respec at any time once they reach a certain point in the story (fairly early) , but still, it does make investing into certain trees a bit dangerous and daunting as a new player. Overall, the game has provided me with a beautiful experience and I’m left reminiscing about my adventures in Rivellon alongside my memorable companions, thinking about what I could have done differently. If you have even a passing interest in rpgs, try it, you won’t regret a second of it.",March 31,3 people found this review helpful
462,EARLY ACCESS REVIEW A sequel to the best coop multiplayer game ever made. So basically the best- but better.,"September 9, 2017",3 people found this review helpful
463,Absolutely amazing game. Wish more games were like this,January 4,3 people found this review helpful
464,"The devs. are too awesome! Fixed the saves problem not so long after it's been reported; so dang quick to the rescue just like a hero. I would rate them as ""Legendary Heroes"", like in Wuxia novels because they're so stunningly fast with their feets and have words filled of genuine, and cherish, wisdoms. This game is good, also. What can I say, it's a like an NBA Superstar... *whisper*... in my opinion *wink*.","July 2, 2017",3 people found this review helpful
465,"Absolutely amazing, definitely a must play for any RPG fans. The breadth/depth of content and choices in this game is stunning. The devs did an amazing job creating a unique experience and it most certainly shines through in every minute.","November 26, 2017",3 people found this review helpful
466,"7.8/10 too much fire: https://i.imgur.com/gFCMUlN.jpg For real, though. One of the top 5 games I've ever played. 70+ hours in and I'm not even halfway done with the story. This is/is gonna be an awesome ride.","November 3, 2017",3 people found this review helpful
467,"EARLY ACCESS REVIEW Of my 20+ years gaming I've never once taken the time to write a review on a game. However, I feel compelled to do so now. This game is by far one of the best RPGs I've ever had the privilege of playing! I was a huge fan of DOS and thus purchased DOS2 EA as soon as it was available on Steam. I am amazed at how good the game is and can't help but praise the Devs at Larian for doing such an amazing job. If you haven't already, I recommend you just pull the trigger and purchase it now! Trust me, you won't regret it!","September 9, 2017",3 people found this review helpful
468,"It's basically the best CRPG to date. It really feels like your own story, with very interesting combat, original scenarios, lovable characters, and a fantastic world that really gets you invested in, and that offers players so much freedom. There's just so much great content! 30 hours in, I'm gobsmacked that that was just the introduction island. 75 hours in, I think I'm almost done with the game, and it smacks me with another giant area that I'm just itching to go explore because I've yet to come to a quest that wasn't interesting. I lost interest in the first Original Sin pretty quickly. With Original SIn 2, I can't put it down. My personal Game of the Year 2017","September 27, 2017",3 people found this review helpful
469,Best Game Ever! Just Play or die now...,"September 15, 2017","3 people found this review helpful
1 person found this review funny"
470,"What can i say that evrybody else has already did said? This is absolute a amazing game. Alot of replay value, tons o options, so many quest, even more if you have pet pal. I cant give enough praise for this game.","September 18, 2017",3 people found this review helpful
471,"Such ridiculously creative battle options. I love malicious teleporting. Melee out of range. Archers into melee. Everyone onto acid. The flaming guy onto the oily guy. The anvil onto the mage. It's all good, and that's just one spell.","September 27, 2017","3 people found this review helpful
2 people found this review funny"
472,"Was waiting for it after I was done with the first part, and this game didn't disappoint! Enjoying everything: gameplay, story, the way it looks. Would recommend to anyone who loves RPG and uses one's brain more frequently than some.","September 18, 2017",3 people found this review helpful
473,"This is the best gosh darn game i have seen in a long♥♥♥♥♥time so im on this boat right, and these mohterhubbards put a collar on me that oppresses me by no longer making me a danger to humanity. after i wake up on said boat i decide to go check things out and steal from people's pockets and i find out there has been a murder. i sneak up in the crime scene and take the victims foot that i then eat in order to figure out who the killer is. it also teaches me how to pump adrenaline so thats something. i then pretend to be some girls spouse meet an undead dude that dresses like an elf and i talk to rats all this in the first few minutes 1. challenging game even on normal ☑ 2. first game to do origins to characters right since dragon age origins ☑ 3. can talk to dogs and at one time atleast, turn it against its master 4. but now you can also speak to ghosts ☑ 5. boning skeletons ☑ 6. cant return to start zone for basicly no good reason ☒ 7. cutting of faces and wearing them as your own to assume their identities ☑ This is like they took the dream that was the first original sin and made it better in all the areas that it was failing. 9,5/10","September 20, 2017",3 people found this review helpful
474,"Just a disclaimer, this is my first time playing this type of game. I have never been interested in them, but with all the praise this game has been receiving, I figured I would buy it to try it out. I have been thoroughly impressed with the quality and quantity of the game thus far, especially for the cheaper price tag. The level of complexity with the combat system and crafting is unmatched, I feel like I discover new ways to play the game every few minutes. It can be a difficult game, though that makes it so satisfying when you win a battle. The game doesn't hold your hand, and my friend started out feeling overwhelmed by what we could or couldn't do. The tactical decision making sort of reminds me of Dragon Age: Origins, though more in-depth by far. Performance is pretty good, there isn't SLI support, though you probably won't need it. The game dropped frames significantly once when surrounded by fire, smoke, gas, and electricity in a high foliage area. I fully recommend this game if you're even remotely on the fence about it, and I look forward to spending hundreds of hours mastering different classes. The savior of the RPG genre!","November 10, 2017","3 people found this review helpful
1 person found this review funny"
475,"My ONLY regret is seeing this game on Kickstarter 2 years ago and not doing anything to support it. It turned out to be a really good game. If Divinity: Original Sin 3 is announced, I'm onboard! Edit: Game is currently riddled with a number of bugs after the recent patch. My take is to wait it out for bug fixes before purchasing/playing the game as some of them are game/immersion breaking.","September 22, 2017",3 people found this review helpful
476,"Gorgeous game with loads of depth, made the mistake of stealin a bucket and lying about it in my first 45 minutes, which resulted in getting pummelled by the town. 10/10 would steal bucket again.","September 18, 2017",3 people found this review helpful
477,"My personal Review to Divinity: Original Sin 2 So, lets get this straight, this game is a master-piece. It's a game like XCOM: Enemy Unkown its a game like The Witcher its a game like Dragon Age and many more... Divinity is not for everyone, but it is for everyone who loves MMO/RPG/TBG I try to be spoiler free, but i will include stuff in this review that is obvious. Character Editor There are a few thing's that i want to talk about, mostly good. You can create your own char in this game, and it's not only for the look, it changes the gameplay for the entire game. There are a few races, Human's, Lizard's, Drawf's, Skeleton's, Elf's... Every Race has a unique talent, example: Elf's can eat body Part's and know what happened to them or what they thought about while they died, sound strange? Yes it is. But it help's you in-game to find hidden treasures or hidden quest's. Even the NPC's are reacting to your Gender/Race/Behavior. You can choose your own Style, i dont mean hair, face, etc. i mean... how your char is reacting to things... example: I mad a Noble Lizard, that talk's like it has a stick up her♥♥♥♥♥♥ I role-play her like she is a Annoying know-it-all. This way, your story takes different out comes. So watch out what you pick. The only thing that bugs me is, that i cant change how tall my char is, how the body looks... Also, some gear looks weird on the body of the chars, they look more fat in some of these, and some are way to skimpy. There are also many trait's and Skills you can pick but thats too much to go in to... You just need to know one think... there is everything from the normal knight to cleric. This might be a spoiler for an enemy in the game: What can i say? There is a♥♥♥♥♥♥tone of loot... i dont know how much and how different they are, but what i saw so far... simply -amazing- I just noticed, here and there, some clothing and loot looks the same... different item stats, but what will you do with a such big game? The Trading is very simple to use, easy to access, quick to understand. Sadly, this is the only point i am slighty disappointed, its not bad for me, but i think some people might notice very quickly, that there are not that many different enemy types. Yes there are plenty, but for the length of this game, it might get boring. I dont mean the fights, i mean the types, i go to the fights after this section... Oh boy... the NPC's... Where do i start? Simply put, they all are very good written, +1 to the writer's. They never get boring, it feels like every NPC has a story... also, they all are voiced, but sometimes here and there, they dont speak, mostly for stuff like But still, its amazing how much time they put in to the voice acting... and the Narrator... gosh, very good job... you mostly hear his voice, he is describing EVERYTHING you see, smell, feel, do. Its truly amazing. Sometimes you hear the same voice actor from another person... but this is not a biggy. They did the same in Oblivion, but i dont mind, some people do but not me, a simple little thing. Alright, lets make this one short, There is the PvP in alpha/beta, quite fun, then you are able to play the Story with 3 others... other player. It's super fun, but i recommend to play with someone you know or to scream at... if you play with randoms... they attack the guard... many... times... its a pain in the♥♥♥♥♥♥ Sometimes people dont do that, but many do... So now to the D&D section, Thats one of the best features the game can offer right next to the single-player. I recommend not to access the Game Master Mode, many spoilers there, enemy types, loot etc. It's hard to describe, but all you need to know, its like a level editor, or like that one thing from Arma 3 Zeus mode. You can role Dice, you can possess NPC's you can do all kind of♥♥♥♥♥♥ But... you need to do all by your self. That means, no NPC's walking around, only you, moving people from A to b. Would be cool if they would add something like a Waypoint/patrol mode so people are walking around citys, taverns etc. SO, the main thing in divinity: Original Sin 2 is the battles, fights, etc. I tried something harder then easy mode - died. You need some training in the beginning but you will find a way to deal with different enemy types and 'areas'. By Area, i mean... You surrounding. There are some different types of 'things' laying around... Let's talk about the basic of the basic, we all know it, we all hate it. You can ignite Oil with fire, you can throw oil at enemy's, you can burn an enemy and lead him in to a puddle of oil so they explode in a cool way. There are some other thinks like Water and wetness, combined with electricity... just try stuff... its super fun to combine these elements... you can also use magic to make it cursed ;) Yes! 100% but when you are a fan of TBG/MMO/RPG's video games. A few games as example: There are just a hand full of good MMORPG's out there, and if you like turn based combat, then its the perfect game for you, you can waste so many hours in this game, finding the best way to solve problems without fighting. You coudl play this game for a long time just to find out what else is hidden in this game. Gather some friends, play D&D online master the dungeons together. When you search a game with 100% on Metacritics or 10/10 IGN- Would Burn again then... you found it. It cost a lot of money, but its worth it. I think this game was on Kickstarter once too, but just look at it... so much time and effort. If there is a game that's worth the money, it's this one.",January 15,3 people found this review helpful
478,"Hey , you love RPG's ? good, because here is a new gold standarts .","November 22, 2017","3 people found this review helpful
1 person found this review funny"
479,"In a World ... in an Age , In a worldage... in a time , in the aether... that lies beyond the rhyme , It' s called Rivellon and on and on and on expansive , fragile and vast ... Larian you did it .. at Last This timeless piece a gift , for any gamer true at heart to please Thank you Larian thank you Rivellevel on and on and on x","November 23, 2017",3 people found this review helpful
480,"The constant betrayal, thievery, abuse and just plain backstabbing between 3 good friends just trying to complete a single quest is what makes this game great. We just finished the first chapter after being 40+ hours in. I dont think we'll ever beat this game.","September 20, 2017",3 people found this review helpful
481,💀 u can be a skelenten 💀,"September 19, 2017",3 people found this review helpful
482,"The best RPG so far, it's incredibly rich and complex in a good way.","September 18, 2017",3 people found this review helpful
483,"I've played lots of CRPGs. Baldurs Gate (both), Icewind Dale (both), Fallout (all of them), Morrowind, Oblivion, Skyrim, Planescape, Tides of Numenara, Tyranny, Wasteland, Pillars of Eternity, Divinity (all of them), Dragon Age (all of them, unfortunately) and more and more and more. This is one of the best of them. Great setting, different enough to be interesting, but not too strange ... you can identify with story and characters ... oh, yes, interesting characters, too. Combat makes great use of abilities and environment. It can be tough but that's part of the fun for me. I think also that it might have a lot of replayability because you can choose a number of different Origin characters who seem to get slightly different story arcs. Story ... for my taste way better than Original Sin 1 (same goes for most quests). Can't wait to learn more. Voice acting (Larian originally did not plan to do it) is a great addition and adds a lot to the game. I backed this game on Kickstarter, it was a no-brainer because Larian did great work with Original Sin 1 and is simply a great company, very much in touch with their fans and customers. Great company, gem of a game and to top it of: an editor. Looks like this game will keep me busy a long time and I'm having a blast. 10 out of 10 at the moment, I have not finished it yet (actually, it took me over 11 hours to get out of Fort Joy, the ""starting area"").","September 22, 2017",3 people found this review helpful
484,"""Better than I expected.""","November 25, 2017",3 people found this review helpful
485,"I'm still at the very beginning of my journey but already I can appreciate the freedom I feel when playing this game. By ""freedom"" I mean minimal hand-holding, quests where you actually have to think for yourself and fights where you also have to think before making a decision. I'm so happy that there still are games that can make me feel like this but at the same time scared how few games do (at least for me) these days. UPDATE: This game is awesome! UPDATE 2: Still not even nearly finished but whoa it just keeps getting better!","September 19, 2017",3 people found this review helpful
486,"Been a huge of RPG but never got the fad of pen and paper RPGs... until Divinity. This game is absoltley brillant in ways it gives you freedom to approach to given situation in any way you can think of and still manages to keep everything story driven. Nothing ever feels misplaced in the world... the level of detail, it rivals the likes of Witcher 3 and Breath of the Wild. The combat is tough but fair and it rewards tactical thinking.. keep a stock of Oil Barrels for boss fight :) And the music... well, I am listening to it on a loop while staring at the download progress of the update for the last two hours, so yea its pretty darn good.","September 14, 2017",3 people found this review helpful
487,"Amazing and immersive story, incredible soundtrack and the first RPG that really sunk me in. The atmosphere of the game is somewhat dark, but humorous at times with a sprinkle of childlike light themes. Has lovable, charming, but yet believable characters. The combat and all questing is never boring. The game has been a real sense of accomplishment playing through it, it's so much fun to play with friends, so I'd really recommend this as a co-op game. However, playing solo is also very fun. All other games since I bought D:OS 2 have been outclassed by it in sense of enjoyment for me. Not a short game either with all the mod capabilities, and I've played about halfway through the story in about 122 hours and I've still so much more to explore in the game. Would really recommend - best RPG experience I've had.",January 15,3 people found this review helpful
488,Is good you should play.,"November 24, 2017",3 people found this review helpful
489,"If you did like the first game, you will enjoy even more this second part of it :)","November 28, 2017","3 people found this review helpful
1 person found this review funny"
490,just completed the story....the fact even a little detail can change everything in the end...welp its amazing ^^ i so can not wait to see what comes next!!! if you are on the fence about this game just hop off the side you came from get a battering ram and smash through that fence because i promise you after playing this you will not regret it.,"October 16, 2017",3 people found this review helpful
491,"The true game of the year in 2017. Hopefully the steam review system/tagging system gets this game to pop up on your store, because you probably won't hear about it from major outlets or podcasts. I honestly thought turn based strategy had gone the way of XCOM. Divinity, however, can be more readily compared to Dragon Age: Origins...only with more story, more character customization, interesting party members and fun yet challenging combat. There's no need to experience any of the previous games (I didn't). If you have ever enjoyed RPGs then play this game.","November 12, 2017",3 people found this review helpful
492,"This game is goddamn amazing. The few hours I have invested in this game so far have been some of my greatest game-moments of 2017 (and that's coming from someone who played Wolfenstein 2, Breath of the Wild and other awesome games). Gameplay is fantastic, the story is gripping, voice acting is superb and pretty much every single design choice of this game is masterful. I am also a big fan of Dungeons and Dragons, and this game captures the magic of tabletop games perfectly. I can't play D&D often because of my lack of friends, but this game is really faithful to its D&D inspiration. Especially Master Mode.",January 9,3 people found this review helpful
493,Phenomenal RPG. Anyone who likes any aspect of RPG's must play this. 10/10 Might be the best CRPG i've ever played.,"September 15, 2017",3 people found this review helpful
494,Best RPG I've played in years and to top it off they just released a huge update that would be paid DLC for any other game but it's completely free. Perfect excuse to replay the whole game,August 31,3 people found this review helpful
495,"EARLY ACCESS REVIEW Get 3 friends, get 2 friends, get 1 friend or play it alone. Play it with splitscreen or online co-op or mix them all together. Play it on keyboard or a controller. Divinity: Original Sin 2 is just as good if not even better as its predecessor. A huge world with a wide range of character customization and a turn-based combat system that allows you to fight the way you want, may it be heads up, strategious or sneaky. And remember, no one has as many friends as the man with many cheeses.","September 2, 2017",3 people found this review helpful
496,"EARLY ACCESS REVIEW WOW. That is the only description for this game. You can feel the love that was poured into this project. You can tell it's developers were frusterated with the freedom in other games, and made it their mission to create that freedom themselves. And that's just the first game. The second game catapults that formula to the stars. It stands alone as having the most freedom any RPG has ever given a player. With the quality of AAA game, and love of a passion project, this game is just about perfect. Stop reading this and go buy it.","September 3, 2017",3 people found this review helpful
497,"EARLY ACCESS REVIEW This review will cover each aspect of the game and will be updated after full release: sound, gameplay, story, art etc. Some things can only be understood if you actually experience them, so I won't go into much detail about those amazing things that make this game stand out from anything I have ever played. The sounds, and music are part of this experience and I can't really describe how calming the sound of waves lapping on the beach is, or how tense the screams of a sadistic tortue chamber changes the atmosphere of the game. Sound and music are excellent. Full voice acting for all characters really encases you within the immersiveness of this world. I've enjoyed 100 hours on the first Original Sin, and 150 hours on the Enhanced Edition, and the gameplay that made that game such a success has only been evolved and molded into a what can only be described as a masterpiece. I'll start with the simplest form of gameplay: Combat. While simple in essence, the amount of possibilities and ways to approach every battle give the combat in this game replayability and makes it never feel monotonous. You will find yourself planning turns ahead, baiting enemies into a tighter space, saving AP and waiting to spring a trap on them- just for your enemies to do the same to you. Early access only has access to a ""medium"" difficulty, and as a veteran of the series I can say that while it isn't a walk in the park, it won't require too much out of a well thought out party. Character planning and preparedness make the difficulty in my opinion, as starting battles differently will show you that a battle that you may have once thought very hard, can become very easy if starting it out thinking outside the box. Picking up that oil barrel you saw way back, carrying and sneaking it into the middle of an enemy pack, sneaking out, and opening combat with that firescroll you have been saving since the beginning of the game is just one of the many ways you can make the game easier for yourself. While the game rewards thinking in that aspect, one of my favourite things about this game so far is that it DOESN'T reward you traditionally. A talent ""Pet-Pal"" will let you talk to animals, and you may expect that every animal you talk to should give you something in return, by nature of spending a hard-earned talent point on the ability. While sometimes that may be the case, more-often than not you are rewarded with a thought-provoking sentiment from a creature that is just trying to survive in this crazy world. Consoling and replacing an orphaned bear's parental figure, or trying to explain to a dog what death means won't give you EXP or skills, but will tweak your heart-strings and remind you that there is nothing you can't expect in this world that larian has created. The story of this game is interesting, as it will be very different depending on who you are playing as, or who you are playing with. 6 Origin characters each have their own goals and will play the game according to their needs. And even if you aren't playing as them, they will continue throughout the world trying to accomplish their unique goals. And woe be to those that will stand in their way. Will you help them or turn them against each other? Or pursuade them to join you? Or use them to as a means to an end to find better treasure and kill them when their usefulness has run out? The characters are vastly improved upon the first game and out of everything, this is the part of the game that is the most improved and the most exciting for fans of original sin. The only thing I can reccommend to players both new and old is that you really try to do EVERYTHING. If you think it may be possible, just try it out. What does 10 points in telekenisis and a really heavy object look like over-top of the enemies head? Sneaking Pacifist playthroughs? A character that lights everything around them on fire, then has their fire spells reduced in cost because of them standing on fire, and having so much fire-resist that they are healed by standing in it? The replayability of this game is insane because there are too many viable options to discover and explore. The best part about it all is that you can play with 3 other people and do it all together.","September 5, 2017",3 people found this review helpful
498,"One of the best best rpg games I've ever played. When you start, you won't be able to stop playing. It does everything that the previous part did, but much better. The characters are very likeble, storyline involving and the cherry on the top - tactical fights <3","November 25, 2017",3 people found this review helpful
499,"Been a huge of RPG but never got the fad of pen and paper RPGs... until Divinity. This game is absoltley brillant in ways it gives you freedom to approach to given situation in any way you can think of and still manages to keep everything story driven. Nothing ever feels misplaced in the world... the level of detail, it rivals the likes of Witcher 3 and Breath of the Wild. The combat is tough but fair and it rewards tactical thinking.. keep a stock of Oil Barrels for boss fight :) And the music... well, I am listening to it on a loop while staring at the download progress of the update for the last two hours, so yea its pretty darn good.","September 14, 2017",3 people found this review helpful
500,"This game lets me live out all of my wildest dreams, including (but not limited to) being a gay cannibal necromancer with a skeleton boyfriend and a pet cat. Buy it.","November 23, 2017","3 people found this review helpful
1 person found this review funny"
501,"only posting this because it deserves to be overwhelmingly positive, and not very positve",May 18,3 people found this review helpful
502,just completed the story....the fact even a little detail can change everything in the end...welp its amazing ^^ i so can not wait to see what comes next!!! if you are on the fence about this game just hop off the side you came from get a battering ram and smash through that fence because i promise you after playing this you will not regret it.,"October 16, 2017",3 people found this review helpful
503,"The true game of the year in 2017. Hopefully the steam review system/tagging system gets this game to pop up on your store, because you probably won't hear about it from major outlets or podcasts. I honestly thought turn based strategy had gone the way of XCOM. Divinity, however, can be more readily compared to Dragon Age: Origins...only with more story, more character customization, interesting party members and fun yet challenging combat. There's no need to experience any of the previous games (I didn't). If you have ever enjoyed RPGs then play this game.","November 12, 2017",3 people found this review helpful
504,"An absolutely incredible experience, without a doubt, one of the finest rpgs to date, it certainly is the best I’ve ever played. I wouldn’t know where to begin, the world is as interesting and alive as the long and beautifully crafted story, which stays strong for almost all of its entire 130h runtime. If you’re new to rpgs, you might be put off by the inherent amount of lore and world building exposition these kinds of games often exhibit, but I must say that the game does a remarkable job of giving you all the information you need without overwhelming you. The world building is constant and just detailed enough as to make you want to fill in the details yourself using your own imagination. Having not played the original Divinity Original Sin, I did not once feel like I was missing some important piece of lore or that I had missed out on anything story-wise, which is something I truly appreciate from the developers. The writing is witty, fresh and fully voice acted. Not one person, monster or animal goes without a voice. The voice acting is also excellent, a pleasant surprise seeing how much has been had to be dubbed. Combat is a lot of fun, and it only gets better the more you level up and are able to experiment with new interesting skills and combos; the only thing I feel could have been done better is how the different skill trees are explained. As it stands, only a very basic description is given, when important information, like that hydro spells are in the most part curative or that pyro spells focus more on damage should be explained somewhere. This is not such a major issue due to the fact that players are given the opportunity to respec at any time once they reach a certain point in the story (fairly early) , but still, it does make investing into certain trees a bit dangerous and daunting as a new player. Overall, the game has provided me with a beautiful experience and I’m left reminiscing about my adventures in Rivellon alongside my memorable companions, thinking about what I could have done differently. If you have even a passing interest in rpgs, try it, you won’t regret a second of it.",March 31,3 people found this review helpful
505,"======RATING====== I rate this game a perpetual 10/10 - It's the best damn thing since sliced bread, gaming-wise. This is THE spritual successor to the Baulder's Gate games that have made their homes in our hearts, some long time ago. Here are reasons I believe this game DESERVES your money: NO Micro-transactions. Likely, NEVER. NO Anti-Consumer ""Monetization"" schemes. NO Bullsh*t. This game is everything you could want from a game - Epic, honest, and continually nurtured by the devs (Larian Studios). DEFINITIVE EDITION - An ACTUAL Definitive-level update, FREE for those who already bought it. Worth it for those that haven't yet bought it.. Divine Ascension DLC. It's a high-quality purchase because:","November 24, 2017",3 people found this review helpful
506,Thanks Larian Studios for this game :) 12 cats of 10,"September 14, 2017",3 people found this review helpful
507,"Do you want another Baldur's Gate game? How about another Neverwinter Nights? Well say hello to the game that's actually better than either of them. Yes, I've played all games in both series and I'm still saying Divinity Original Sin 2 is better than both. Call it blasphemy, but play the game you'll know it's the truth.","September 15, 2017",3 people found this review helpful
508,"EARLY ACCESS REVIEW Just bought this a couple days ago after alot of hesitation (I haven't played an Iso RPG since Diablo 1 like 18 years ago, thus the hesitation). Love it. Been playing it non-stop and I can't wait to start over on the 14th with all I've learned!","September 11, 2017",3 people found this review helpful
509,"Amazing game. Easily up there as one of the best RPGs in the past 10 years, behind the Witcher 3 of course. Just buy it, this company love its game and community and respects the hell out of its players. For 45$ this game provides hundreds of hours of content. I'm 80~ hours in, and barley halfway through.","September 21, 2017",3 people found this review helpful
510,"If you're a fan of D&D, tremendous attention to detail, an excellent and strategic combat system, the ability to be and do whatever you want (seriously - this can't be exaggerated enough) at your own pace and disgression, and a superb multiplayer/co-op experience (playing with your significant other is recommended)... then you will enjoy this game. I spent over 100 hours on the starting island of Fort Joy completely f*$#ing around and having a blast. At one point, I collected/stole basically everything I could and just laughed or nodded in respect at the wordplay/detail in the descriptions of each item. The people at Larian studios clearly put their heart and soul into this game. I found such absurd ways to circumvent certain situations that I felt sure I'd broken the game... nope that's just Divinity 2, and it's beautiful how it all works together.",August 23,3 people found this review helpful
511,"Amazing game. I was turned off my this game at first because it was a top down game with turn-based combat, which I was never previusly a fan of, but Divinity: Original Sin 2 made me fall in love with it. The story is great and it changes so much depending on what choices you make. The RPG elements in this game are awesome, there are so many different types of roles you can do with so many different elements within each role. This game is a must buy for anyone who loves top down RTS game or even for the people who don't like me.",August 23,3 people found this review helpful
512,This game just had me 'WOW' trough all of it... if you enjoy a good (more like amazing) story with options to how you play it out this is a game for you.,"September 30, 2017",3 people found this review helpful
513,Best Game Ever! Just Play or die now...,"September 15, 2017","3 people found this review helpful
1 person found this review funny"
514,"One of the best RPGs in years, accessible enough without sacrificing complexity. A world full of detail with most of which being either directly or indirectly involved in quests. A modernized cRPG that hasn't forgotten the core virtues of the genre. Get it, especially if you have friends interested in playing as well.","September 19, 2017",3 people found this review helpful
515,"Although for now I have only 2 hours in this game, but this thumbs up revealed itself. The gameplay is fun and the story is so far entertaining and fascinating. I love the interactions between the characters, I think its the best if the player play as one of the origin character. It's a little pull back when I know I can't have all 6 people in the party, but a mod in the workshop solves that! Anyhow this game is worth every dollar I spent and I did not regret get it on the day it was out! Even the gameplay style - turn based gameplay is suit my liking! This is a must buy game if you like fascinating story, interesting character and their interaction and of course the turn based gameplay style!","September 20, 2017",3 people found this review helpful
516,"Great game, but still dumb mechanics in combat that cause it to be broken. Anyways, amazing game, Long story, kinda one time play through, but is the best virtual game to duplicate a TableTop RPG. They designed it perfectly for how players want to play. With dual co-op locally, and 4 player coop online, and any mixture of the two. Along with Dungeon master capablilty, and steam ----needs to be fixed in these areas. If you want to play lonewolf, you will without a doubt lose and have a disadvantage later in the game from fighting events that are designed for losing turns..... THATS the problem needing to be addressed... WHY are there so many freaking lost turns in this game. Stunned makes sense, Feared, is okay. Why is knocked down the same as stunned. That destroys LoneWolfs chance and bonus, you need more members to counter lost turn CC. Why isnt it 2AP to stand up from knockdown? And p.s.( summons is the op thing right now)","October 1, 2017",3 people found this review helpful
517,My game of the year. I do not write reviews or rate things that often. Only the exceptional games really make me want to vote for them. This game is one of those exceptional games that I will never forget.. Thank you for the amazing game Larian Studios.,"October 1, 2017",3 people found this review helpful
518,"Mainly played OFFLINE This is amazing game. Very fun single player. i'm busy at work, but managed to play more than 10 hours in 2 days. The cons: quest markers and quest logs. You'll know what i mean. 9.9/10","September 30, 2017",3 people found this review helpful
519,"So far so good. Overall, a big improvement over the already awesome Divinity: OS. The game can be challenging and perhaps a bit frustrating at times, if faced with bad tactics or little patience. But exactly for this reason, it gets extremely rewarding to beat a tricky encounter (even when you cheese the enemy). Little advice: keep an eye on the enemy level, enemies with a higher level than your party members are beatable, but they require good strategy, environmental consciousness and caution!","September 20, 2017",3 people found this review helpful
520,"Good, I like the combat and choices you make during the adventure. Towards the end quests and people attitude was bugged though.","November 22, 2017",3 people found this review helpful
521,"Amazing game with a ton of freedom. Don't expect your hand to be held, but that makes the victories that much more satisfying.","September 16, 2017",3 people found this review helpful
522,"A freedom of choice RPG of amazing quality. The turned based combat is so fluid and tactical you'll not want to play any other game. being able to do what you want to do how you want to do it great. sure you can be the good guy and shrug off the insults that some npc jerks give...or go on 'i've had enough' rampage and literally rip off their faces, and still be able to finish the game completely. Divinity: Original Sin is a 10/10 best game in my library, and Divinity: Original Sin 2 is better in every way. 20/10 :D","September 15, 2017",3 people found this review helpful
